Lname,Fname,Alias,Gender,Age,Color,Day,Month,Year,Date,FullDate,TimelineDate,City,County,State,Children,Literate,Armed,Transportation,Enslaver,Reward,CityState,Long,Lat
Gassway,Caroline,<i>None/Unknown</i>,Female,27,Black,null,null,1859,null 1859,1859,,Richmond,Henrico County,VA,No,No,No,Steamer,Dr. K. Clark,<i>None/Unknown</i>,"Richmond, VA",-77.43367,37.54068
Smith,Josephine,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,null,null null,<i>Unknown</i>,,Richmond,Henrico County,VA,No,No,No,Foot,"David B. Turner, Esq.",<i>None/Unknown</i>,"Richmond, VA",-77.43367,37.54068
Jones,Mary,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,23,3,1856,Mar 1856,"March 23, 1856",3/23/1856,Sairsville Mills,Frederick County,MD,No,No,No,<i>Unknown</i>,Edward Schriner,<i>None/Unknown</i>,"Sairsville Mills, MD",-77.413208,39.422982
Taylor,Harriet,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,4,7,1856,Jul 1856,"July 4, 1856",7/4/1856,Frederick Mills,Montgomery County,MD,No,No,No,<i>Unknown</i>,James Edward Stevens,<i>None/Unknown</i>,"Frederick Mills, MD",-77.41203,39.41574
Graves,Caroline,Julia Little,Female,40,<i>Unknown</i>,16,1,1856,Jan 1856,"January 16, 1856",1/16/1856,Petersburg,Dinwiddle County,VA,No,Yes,No,<i>Unknown</i>,Judith Burton,<i>None/Unknown</i>,"Petersburg, VA",-77.40348,37.22815
Freeman,Mary Jane,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,1,10,1855,Oct 1855,"October 1, 1855",10/1/1855,Petersburg,Dinwiddle County,VA,No,No,No,Foot,Ann Coley,<i>None/Unknown</i>,"Petersburg, VA",-77.40348,37.22815
Brister,Nancy,<i>None/Unknown</i>,Female,<i>Unknown</i>,Black,null,null,1856,null 1856,1856,,Petersburg,Norfolk County,VA,No,No,No,<i>Unknown</i>,Dr. Jesse Squires,<i>None/Unknown</i>,"Petersburg, VA",-77.40348,37.22815
Todd,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1857,null 1857,1857,,Petersburg,Dinwiddle County,VA,No,Yes,No,<i>Unknown</i>,Mrs. Littleton Reeves,<i>None/Unknown</i>,"Petersburg, VA",-77.40348,37.22815
Jones,Catharine,<i>None/Unknown</i>,Female,24,Black,null,null,1858,null 1858,1858,,Emmitsburg,Frederick County,MD,No,No,No,<i>Unknown</i>,Dr. James Shoul,<i>None/Unknown</i>,"Emmitsburg, MD",-77.32663,39.70465
Johnson,Sarah,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,19,6,1854,Jun 1854,"June 19, 1854",6/19/1854,Fairfax,Fairfax County,VA,No,No,No,<i>Unknown</i>,William Watkins,<i>None/Unknown</i>,"Fairfax, VA",-77.30905,38.84185
Unidentified,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,1,11,1855,Nov 1855,"November 1, 1855",11/1/1855,King Georges,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,Dr. William Stewart,<i>None/Unknown</i>,"King Georges, MD",-77.18406,38.26833
Clayton,Levinia,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,12,6,1854,Jun 1854,"June 12, 1854",6/12/1854,Mount Airy,Carroll County,MD,No,No,No,<i>Unknown</i>,Summersett Walters,<i>None/Unknown</i>,"Mount Airy, MD",-77.15479,39.37648
Amos,Anna Elizabeth,Anna Elizabeth Johnson,Female,12,<i>Unknown</i>,null,5,1854,May 1854,May 1854,,Mount Airy,Carroll County,MD,No,No,No,<i>Unknown</i>,Robert Dade,"$250 In-State, $500 Out","Mount Airy, MD",-77.15479,39.37648
Tubman,Harriet,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,5,1856,May 1856,May 1856,,Mount Airy,Carroll County,MD,No,No,No,<i>Unknown</i>,Thomas B. Owings,<i>None/Unknown</i>,"Mount Airy, MD",-77.15479,39.37648
<i>Unknown</i>,Hannah,<i>None/Unknown</i>,Female,23,<i>Unknown</i>,17,10,1857,Oct 1857,"October 17, 1857",10/17/1857,Hampsted,King George County,VA,No,No,No,Foot,D. Fitchhugh,<i>None/Unknown</i>,"Hampsted, VA",-77.13368,38.33586
Stanly,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,17,10,1857,Oct 1857,"October 17, 1857",10/17/1857,Alder,Loudon County,VA,No,No,Yes,Horse & Carriage,Townsend McVee,<i>None/Unknown</i>,"Alder, VA",-77.07192,38.2743
Stanly,Caroline,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,17,10,1857,Oct 1857,"October 17, 1857",10/17/1857,Alder,Loudon County,VA,No,No,Yes,Horse & Carriage,Townsend McVee,<i>None/Unknown</i>,"Alder, VA",-77.07192,38.2743
Jeffries,Mary,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,29,1,1856,Jan 1856,"January 29, 1856",1/29/1856,Georgetown,<i>County Unknown</i>,DC,Yes,No,No,<i>Unknown</i>,Mrs. Margaret Dick,<i>None/Unknown</i>,"Georgetown, DC",-77.0628,38.90502
Redden,Mary,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,29,1,1856,Jan 1856,"January 29, 1856",1/29/1856,Georgetown,<i>County Unknown</i>,DC,No,No,No,<i>Unknown</i>,Mrs. Margaret Dick,<i>None/Unknown</i>,"Georgetown, DC",-77.0628,38.90502
Kelly,Mary,Charlotte Spriggs,Female,<i>Unknown</i>,<i>Unknown</i>,7,4,1853,Apr 1853,"April 7, 1853",4/7/1853,Alexandria,Fairfax County,VA,No,No,No,<i>Unknown</i>,Daniel Minne,<i>None/Unknown</i>,"Alexandria, VA",-77.04341,38.8046
Cornish,Henrietta,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,11,12,1855,Dec 1855,"December 11, 1855",12/11/1855,Alexandria,Fairfax County,VA,No,No,No,<i>Unknown</i>,Mary Dade,"$150 In-State, $200 Out","Alexandria, VA",-77.04341,38.8046
Thompson,Hannah Jane,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,12,12,1853,Dec 1853,"December 12, 1853",12/12/1853,Alexandria,Fairfax County,VA,No,Yes,No,<i>Unknown</i>,Miss Elizabeth Gordon,<i>None/Unknown</i>,"Alexandria, VA",-77.04341,38.8046
Weems,Arrah,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,7,1857,Jul 1857,July 1857,,Alexandria,Fairfax County,VA,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Alexandria, VA",-77.04341,38.8046
Taylor,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,3,1856,Mar 1856,March 1856,,Alexandria,Fairfax County,VA,No,No,No,<i>Unknown</i>,James Garnett,<i>None/Unknown</i>,"Alexandria, VA",-77.04341,38.8046
Murray,Gracie,Sophia Sims,Female,<i>Unknown</i>,<i>Unknown</i>,3,4,1853,Apr 1853,"April 3, 1853",4/3/1853,Washington,Washington County,DC,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Washington, DC",-77.03196,38.89037
Pipkins,Louisa,Elizabeth Brit,Female,<i>Unknown</i>,<i>Unknown</i>,3,4,1853,Apr 1853,"April 3, 1853",4/3/1853,Washington,Washington County,DC,No,Yes,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Washington, DC",-77.03196,38.89037
Menia,Jane Matilda,Mary Parker,Female,<i>Unknown</i>,<i>Unknown</i>,6,4,1853,Apr 1853,"April 6, 1853",4/6/1853,Washington,<i>County Unknown</i>,DC,No,No,No,<i>Unknown</i>,Captain Cunningham,<i>None/Unknown</i>,"Washington, DC",-77.03196,38.89037
Thompson,Elizabeth,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,22,7,1853,Jul 1853,"July 22, 1853",7/22/1853,Washington,<i>County Unknown</i>,DC,Yes,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Washington, DC",-77.03196,38.89037
Cale,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,25,3,1856,Mar 1856,"March 25, 1856",3/25/1856,Washington,<i>County Unknown</i>,DC,No,No,No,<i>Unknown</i>,Henry Harley,<i>None/Unknown</i>,"Washington, DC",-77.03196,38.89037
Apeden,Harriet,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,27,3,1853,Mar 1853,"March 27, 1853",3/27/1853,Washington,<i>County Unknown</i>,DC,No,No,No,<i>Unknown</i>,Jane E. Ashley,<i>None/Unknown</i>,"Washington, DC",-77.03196,38.89037
Melvin,Mary Frances,<i>None/Unknown</i>,Female,23,Mulatto,null,null,1858,null 1858,1858,,Washington,<i>County Unknown</i>,DC,No,No,No,<i>Unknown</i>,David Smith & Jacob Grove,<i>None/Unknown</i>,"Washington, DC",-77.03196,38.89037
Henderson,Eliza,<i>None/Unknown</i>,Female,28,Black,null,null,1858,null 1858,1858,,Washington,<i>County Unknown</i>,DC,No,No,No,<i>Unknown</i>,William Rigard,<i>None/Unknown</i>,"Washington, DC",-77.03196,38.89037
Taylor,Mary Ann,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,3,1856,Mar 1856,March 1856,,Washington,<i>County Unknown</i>,DC,No,No,No,<i>Unknown</i>,Levi Pumphrey,$100 ,"Washington, DC",-77.03196,38.89037
Pugh,Isabella,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,24,10,1857,Oct 1857,"October 24, 1857",10/24/1857,Ladies Manor,Haverford County,MD,No,No,No,Horseback,Major William Hutchins,<i>None/Unknown</i>,"Ladies Manor, MD",-76.95581,39.49316
Boile,Susan,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1857,null 1857,1857,,Ladies Manor,Haverford County,MD,No,No,No,<i>Unknown</i>,William Hutchins,<i>None/Unknown</i>,"Ladies Manor, MD",-76.95581,39.49316
Jones,Margaret,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,31,10,1855,Oct 1855,"October 31, 1855",10/31/1855,Ellicott's Mills,Howard County,MD,No,No,No,<i>Unknown</i>,Samuel Simons,<i>None/Unknown</i>,"Ellicott's Mills, MD",-76.79831,39.26733
Brown,Louisa,<i>None/Unknown</i>,Female,16,Mulatto,null,null,null,null null,<i>Unknown</i>,,Georgetown,Kent County,MD,No,No,No,<i>Unknown</i>,William Boyer,<i>None/Unknown</i>,"Georgetown, MD",-76.76368,39.14257
Hall,Henrietta,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,8,12,1855,Dec 1855,"December 8, 1855",12/8/1855,Upper Marlboro,Prince Georges County,MD,No,No,No,<i>Unknown</i>,Zachariah Berry,$100 ,"Upper Marlboro, MD",-76.7506,38.81857
Green,Anna Maria,<i>None/Unknown</i>,Female,37,<i>Unknown</i>,null,null,1857,null 1857,1857,,Plymouth,<i>County Unknown</i>,NC,No,No,No,<i>Unknown</i>,David Morris,<i>None/Unknown</i>,"Plymouth, NC",-76.74956,35.86629
Unidentified,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,14,8,1854,Aug 1854,"August 14, 1854",8/14/1854,Arlington,Baltimore County,MD,No,No,No,<i>Unknown</i>,Dr. Savington,<i>None/Unknown</i>,"Arlington, MD",-76.68324,39.34857
Smith,Betsy,Fanny Jackson,Female,27,Black,18,8,1856,Aug 1856,"August 18, 1856",8/18/1856,Arlington,Baltimore County,MD,No,No,No,<i>Unknown</i>,Ephraim Swart,<i>None/Unknown</i>,"Arlington, MD",-76.68324,39.34857
Harding,Louisa,Rebecca Hall,Female,17,Mulatto,1,8,1855,Aug 1855,"August 1, 1855",8/1/1855,null,Harford County,MD,No,No,No,<i>Unknown</i>,Dr. Joshua R. Nelson,<i>None/Unknown</i>,MD,-76.641273,39.045753
Johnson,Roseanna,Catherine Brice,Female,<i>Unknown</i>,Black,11,1,1857,Jan 1857,"January 11, 1857",1/11/1857,null,Queen Annes County,MD,Yes,No,No,<i>Unknown</i>,Joshua Duvall,<i>None/Unknown</i>,MD,-76.641273,39.045753
Harris,Charlotte,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,20,7,1853,Jul 1853,"July 20, 1853",7/20/1853,null,Cecil County,MD,No,No,No,<i>Unknown</i>,Susan Flinthrew,<i>None/Unknown</i>,MD,-76.641273,39.045753
Penwell,Elizabeth,<i>None/Unknown</i>,Female,22,<i>Unknown</i>,20,7,1854,Jul 1854,"July 20, 1854",7/20/1854,null,Cecil County,MD,No,No,No,<i>Unknown</i>,William Casey,<i>None/Unknown</i>,MD,-76.641273,39.045753
Bell,Anna,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,12,6,1856,Jun 1856,"June 12, 1856",6/12/1856,null,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,Washington Bonafont,<i>None/Unknown</i>,MD,-76.641273,39.045753
Joiner,Maria,<i>None/Unknown</i>,Female,33,Mulatto,23,6,1855,Jun 1855,"June 23, 1855",6/23/1855,null,Dorchester County,MD,Yes,No,No,<i>Unknown</i>,Alginer Pearcy,<i>None/Unknown</i>,MD,-76.641273,39.045753
Brown,Angeline,<i>None/Unknown</i>,Female,<i>Unknown</i>,Mulatto,3,6,1856,Jun 1856,"June 3, 1856",6/3/1856,null,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,David Snively,<i>None/Unknown</i>,MD,-76.641273,39.045753
Bell,Dianna,<i>None/Unknown</i>,Female,30,<i>Unknown</i>,30,6,1856,Jun 1856,"June 30, 1856",6/30/1856,null,<i>County Unknown</i>,MD,Yes,No,No,<i>Unknown</i>,David Snively,<i>None/Unknown</i>,MD,-76.641273,39.045753
Taylor,Caroline,<i>None/Unknown</i>,Female,<i>Unknown</i>,Mulatto,23,3,1856,Mar 1856,"March 23, 1856",3/23/1856,null,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,David Stewart,$500 In-State,MD,-76.641273,39.045753
<i>Unknown</i>,Celia,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,27,3,1854,Mar 1854,"March 27, 1854",3/27/1854,null,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,John Smith,<i>None/Unknown</i>,MD,-76.641273,39.045753
Loney,Cordelia,<i>None/Unknown</i>,Female,57,Mulatto,30,3,1859,Mar 1859,"March 30, 1859",3/30/1859,null,Kent County,MD,Yes,No,No,<i>Unknown</i>,Massey,<i>None/Unknown</i>,MD,-76.641273,39.045753
Smith,Page,<i>None/Unknown</i>,Female,9,<i>Unknown</i>,10,5,1854,May 1854,"May 10, 1854",5/10/1854,null,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,Mrs. Caroline Brang,<i>None/Unknown</i>,MD,-76.641273,39.045753
Patty,Elizabeth,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,16,5,1856,May 1856,"May 16, 1856",5/16/1856,null,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,MD,-76.641273,39.045753
Patty,Winnie,<i>None/Unknown</i>,Female,22,Black,16,5,1856,May 1856,"May 16, 1856",5/16/1856,null,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,MD,-76.641273,39.045753
Davis,Clarissa,Mary D. Armstead,Female,20,Black,22,5,1854,May 1854,"May 22, 1854",5/22/1854,null,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,MD,-76.641273,39.045753
Nokey,Eliza,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,15,11,1856,Nov 1856,"November 15, 1856",11/15/1856,null,Cecil County,MD,No,No,No,<i>Unknown</i>,Jacob Johnson,<i>None/Unknown</i>,MD,-76.641273,39.045753
Amby,Lizzy,<i>None/Unknown</i>,Female,28,Black,17,10,1857,Oct 1857,"October 17, 1857",10/17/1857,null,Prince Georges County,MD,No,No,No,<i>Unknown</i>,William Elliott,<i>None/Unknown</i>,MD,-76.641273,39.045753
Derrix,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1857,null 1857,1857,,null,Prince Georges County,MD,No,No,No,<i>Unknown</i>,Thomas Wallace,<i>None/Unknown</i>,MD,-76.641273,39.045753
Harper,Ruth,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1858,null 1858,1858,,null,Frederick County,MD,No,No,No,<i>Unknown</i>,James Short,<i>None/Unknown</i>,MD,-76.641273,39.045753
Jackson,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1858,null 1858,1858,,null,Prince Georges County,MD,No,No,No,Foot,John S. Giddings,<i>None/Unknown</i>,MD,-76.641273,39.045753
White Lady,<i>Unknown</i>,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,null,null null,<i>Unknown</i>,,null,<i>County Unknown</i>,MD,No,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,MD,-76.641273,39.045753
