Lname,Fname,Alias,Gender,Age,Color,Day,Month,Year,Date,FullDate,TimelineDate,City,County,State,Children,Literate,Armed,Transportation,Enslaver,Reward,CityState,Long,Lat
Davis,Samuel,Benjamin Johnson,Male,35,<i>Unknown</i>,21,11,1854,Nov 1854,"November 21, 1854",11/21/1854,Richmond,Henrico County,VA,Yes,No,No,Steamer,<i>Unknown</i>,<i>None/Unknown</i>,"Richmond, VA",-77.43367,37.54068
Shaw,James,<i>None/Unknown</i>,Male,45,Black,11,9,1858,Sept 1858,"Septembert 11, 1858",9/11/1858,Petersburg,Dinwiddie County,VA,Yes,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Petersburg, VA",-77.40348,37.22815
Fisher,Robert,<i>None/Unknown</i>,Male,30,Black,28,12,1854,Dec 1854,"December 28, 1854",12/28/1854,Unionville,Frederick County,MD,Yes,No,No,<i>Unknown</i>,Thorton Pool,<i>None/Unknown</i>,"Unionville, MD",-77.18593,39.475
Jeffries,Mary,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,29,1,1856,Jan 1856,"January 29, 1856",1/29/1856,Georgetown,<i>County Unknown</i>,DC,Yes,No,No,<i>Unknown</i>,Mrs. Margaret Dick,<i>None/Unknown</i>,"Georgetown, DC",-77.0628,38.90502
Ross,Benjamin,James Stewart,Male,28,Black,29,12,1854,Dec 1854,"December 29, 1854",12/29/1854,Washington,<i>County Unknown</i>,DC,Yes,No,No,Foot,William A. Linton,<i>None/Unknown</i>,"Washington, DC",-77.03196,38.89037
Ford,Sheridan,<i>None/Unknown</i>,Male,28,<i>Unknown</i>,29,1,1855,Jan 1855,"January 29, 1855",1/29/1855,Washington,Washington County,DC,Yes,No,No,<i>Unknown</i>,Mrs. Henry Harding,<i>None/Unknown</i>,"Washington, DC",-77.03196,38.89037
Thompson,<i>Unknown</i>,<i>None/Unknown</i>,<i>Unknown</i>,<i>Unknown</i>,<i>Unknown</i>,22,7,1853,Jul 1853,"July 22, 1853",7/22/1853,Washington,<i>County Unknown</i>,DC,Yes,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Washington, DC",-77.03196,38.89037
Thompson,Elizabeth,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,22,7,1853,Jul 1853,"July 22, 1853",7/22/1853,Washington,<i>County Unknown</i>,DC,Yes,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Washington, DC",-77.03196,38.89037
Teamour,Thomas,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,20,11,1855,Nov 1855,"November 20, 1855",11/20/1855,Washington,<i>County Unknown</i>,DC,Yes,No,No,Foot,Mrs. Emily Thompson,<i>None/Unknown</i>,"Washington, DC",-77.03196,38.89037
Vaughn,Michael,William Brown,Male,31,Black,20,11,1855,Nov 1855,"November 20, 1855",11/20/1855,Washington,<i>County Unknown</i>,DC,Yes,No,No,Foot,Mrs. Emily Thompson,<i>None/Unknown</i>,"Washington, DC",-77.03196,38.89037
Boyer,Jacob Mathias,<i>None/Unknown</i>,Male,20,Black,null,null,1855,null 1855,1855,,Washington,<i>County Unknown</i>,DC,Yes,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Washington, DC",-77.03196,38.89037
Anderson,Henry,William Anderson,Male,25,Black,null,null,null,null null,<i>Unknown</i>,,Washington,<i>County Unknown</i>,DC,Yes,No,No,Carriage,Charles M. Price,$500 ,"Washington, DC",-77.03196,38.89037
Viney,Joseph,<i>None/Unknown</i>,Male,40,Black,24,10,1857,Oct 1857,"October 24, 1857",10/24/1857,Ladies Manor,Haverford County,MD,Yes,No,No,Horseback,Sarah Ann McGough,<i>None/Unknown</i>,"Ladies Manor, MD",-76.95581,39.49316
Johnson,Roseanna,Catherine Brice,Female,<i>Unknown</i>,Black,11,1,1857,Jan 1857,"January 11, 1857",1/11/1857,null,Queen Annes County,MD,Yes,No,No,<i>Unknown</i>,Joshua Duvall,<i>None/Unknown</i>,MD,-76.641273,39.045753
Nelson,William,Thomas Russell,Male,40,Black,22,6,1855,Jun 1855,"June 22, 1855",6/22/1855,null,Dorchester County,MD,Yes,No,No,<i>Unknown</i>,Alginer Pearcy,<i>None/Unknown</i>,MD,-76.641273,39.045753
Joiner,Maria,<i>None/Unknown</i>,Female,33,Mulatto,23,6,1855,Jun 1855,"June 23, 1855",6/23/1855,null,Dorchester County,MD,Yes,No,No,<i>Unknown</i>,Alginer Pearcy,<i>None/Unknown</i>,MD,-76.641273,39.045753
Green,George,<i>None/Unknown</i>,Male,23,Black,29,6,1855,Jun 1855,"June 29, 1855",6/29/1855,null,Dorchester County,MD,Yes,No,No,<i>Unknown</i>,Alginer Pearcy,<i>None/Unknown</i>,MD,-76.641273,39.045753
Bell,Dianna,<i>None/Unknown</i>,Female,30,<i>Unknown</i>,30,6,1856,Jun 1856,"June 30, 1856",6/30/1856,null,<i>County Unknown</i>,MD,Yes,No,No,<i>Unknown</i>,David Snively,<i>None/Unknown</i>,MD,-76.641273,39.045753
Johnson,Henry,<i>None/Unknown</i>,Male,19,Black,4,6,1857,Jun 1857,"June 4, 1857",6/4/1857,null,Queen Annes County,MD,Yes,No,No,<i>Unknown</i>,Greenberry Parker,<i>None/Unknown</i>,MD,-76.641273,39.045753
Loney,Cordelia,<i>None/Unknown</i>,Female,57,Mulatto,30,3,1859,Mar 1859,"March 30, 1859",3/30/1859,null,Kent County,MD,Yes,No,No,<i>Unknown</i>,Massey,<i>None/Unknown</i>,MD,-76.641273,39.045753
Gibbs,James,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,31,3,1853,Mar 1853,"March 31, 1853",3/31/1853,null,Kent County,MD,Yes,No,No,<i>Unknown</i>,Massey,<i>None/Unknown</i>,MD,-76.641273,39.045753
Dorsey,Maria,<i>None/Unknown</i>,Female,40,Black,null,9,1856,Sept 1856,Septembert 1856,,null,<i>County Unknown</i>,MD,Yes,No,No,<i>Unknown</i>,James Kinny,<i>None/Unknown</i>,MD,-76.641273,39.045753
Hill,James,<i>None/Unknown</i>,Male,21,<i>Unknown</i>,null,null,1861,null 1861,1861,,Havana,<i>County Unknown</i>,MD,Yes,No,No,<i>Unknown</i>,Daniel Coolby,<i>None/Unknown</i>,"Havana, MD",-76.609383,39.299236
Newton,Isaac,<i>None/Unknown</i>,Male,30,<i>Unknown</i>,null,null,null,null null,<i>Unknown</i>,,Havana,<i>County Unknown</i>,MD,Yes,No,No,<i>Unknown</i>,Daniel Coolby,<i>None/Unknown</i>,"Havana, MD",-76.609383,39.299236
Ringgold,Charles,<i>None/Unknown</i>,Male,19,<i>Unknown</i>,null,null,null,null null,<i>Unknown</i>,,Havana,<i>County Unknown</i>,MD,Yes,No,No,<i>Unknown</i>,Daniel Coolby,<i>None/Unknown</i>,"Havana, MD",-76.609383,39.299236
Spence,Arthur,<i>None/Unknown</i>,Male,24,<i>Unknown</i>,23,3,1856,Mar 1856,"March 23, 1856",3/23/1856,Baltimore,Baltimore County,MD,Yes,No,No,Foot,<i>Unknown</i>,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Cale,Ellen,Sarah Johnson,Female,18,<i>Unknown</i>,15,11,1854,Nov 1854,"November 15, 1854",11/15/1854,Baltimore,Baltimore County,MD,Yes,No,No,<i>Unknown</i>,"McGill, Esq.",<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Johnson,David,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,20,11,1855,Nov 1855,"November 20, 1855",11/20/1855,Baltimore,Baltimore County,MD,Yes,No,No,<i>Unknown</i>,Richard Farmer,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Carr,Daniel,<i>None/Unknown</i>,Male,38,Mulatto,20,11,1855,Nov 1855,"November 20, 1855",11/20/1855,Baltimore,Baltimore County,MD,Yes,No,No,<i>Unknown</i>,Lawyer Magill,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Jones,Hill,<i>None/Unknown</i>,Male,19,Black,null,null,1856,null 1856,1856,,Baltimore,Baltimore County,MD,Yes,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Jones,Mary,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1858,null 1858,1858,,Baltimore,Baltimore County,MD,Yes,No,No,<i>Unknown</i>,John S. Giddings,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Bell,Susan,<i>None/Unknown</i>,Female,4,<i>Unknown</i>,null,null,1858,null 1858,1858,,Baltimore,Baltimore County,MD,Yes,No,No,<i>Unknown</i>,John S. Giddings,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Alligood,James,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,null,null,1858,null 1858,1858,,Baltimore,Baltimore County,MD,Yes,No,No,<i>Unknown</i>,John S. Giddings,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Cannon,Ansel,<i>None/Unknown</i>,Male,25,Black,null,null,1859,null 1859,1859,,Baltimore,Baltimore County,MD,Yes,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Baltimore, MD",-76.60926,39.29058
Davis,Edward,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,12,3,1854,Mar 1854,"March 12, 1854",3/12/1854,Duck Creek,Baltimore County,MD,Yes,No,No,<i>Unknown</i>,Robert Moore,<i>None/Unknown</i>,"Duck Creek, MD",-76.468112,39.30649
Spencer,William,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,null,null,1853,null 1853,1853,,Portsmouth,Norfolk County,VA,Yes,No,No,Schooner,<i>Unknown</i>,<i>None/Unknown</i>,"Portsmouth, VA",-76.29771,36.83273
Woofley,Lavina,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1857,null 1857,1857,,Portsmouth,Norfolk County,VA,Yes,No,No,Schooner,<i>Unknown</i>,<i>None/Unknown</i>,"Portsmouth, VA",-76.29771,36.83273
Oberne,Henry,<i>None/Unknown</i>,Male,21,Black,null,null,1857,null 1857,1857,,Portsmouth,Norfolk County,VA,Yes,No,No,Schooner,<i>Unknown</i>,<i>None/Unknown</i>,"Portsmouth, VA",-76.29771,36.83273
Unidentified,<i>Unknown</i>,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,13,5,1856,May 1856,"May 13, 1856",5/13/1856,Norfolk,Norfolk County,VA,Yes,No,No,Boat,John G. Hodgson,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Alligood,George,<i>None/Unknown</i>,Male,22,<i>Unknown</i>,null,null,1858,null 1858,1858,,Norfolk,Norfolk County,VA,Yes,No,No,Schooner,"Peter March, Esq.",<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Campbell,Frank,<i>None/Unknown</i>,Male,<i>Unknown</i>,Black,null,null,1858,null 1858,1858,,Norfolk,Norfolk County,VA,Yes,No,No,Schooner,"Peter March, Esq.",<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Hunt,Orlando J.,<i>None/Unknown</i>,Male,29,Black,null,null,1858,null 1858,1858,,Norfolk,Norfolk County,VA,Yes,No,No,Schooner,W.W. Davidson,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Nelson,Peter,<i>None/Unknown</i>,Male,29,Mulatto,null,null,1858,null 1858,1858,,Norfolk,Norfolk County,VA,Yes,No,No,Schooner,W.W. Davidson,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Blockson,Jacob,<i>None/Unknown</i>,Male,27,<i>Unknown</i>,null,null,1858,null 1858,1858,,Norfolk,Norfolk County,VA,Yes,No,No,Schooner,W.W. Davidson,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Johns,Sue Ann,<i>None/Unknown</i>,Female,23,Black,null,null,1858,null 1858,1858,,Norfolk,Norfolk County,VA,Yes,No,No,<i>Unknown</i>,Jacob Shuster,<i>None/Unknown</i>,"Norfolk, VA",-76.28514,36.84686
Anderson,Thomas,Jonathan Fisher,Male,19,<i>Unknown</i>,30,1,1856,Jan 1856,"January 30, 1856",1/30/1856,Belleair,Harford County,MD,Yes,No,No,<i>Unknown</i>,Robert Hollan,<i>None/Unknown</i>,"Belleair, MD",-76.1719,39.22261
Chambers,John,David Green,Male,26,Black,30,1,1856,Jan 1856,"January 30, 1856",1/30/1856,Belleair,Harford County,MD,Yes,No,No,<i>Unknown</i>,Robert Hollan,<i>None/Unknown</i>,"Belleair, MD",-76.1719,39.22261
Bell,Sarah Jane,<i>None/Unknown</i>,Female,25,Mulatto,null,null,null,null null,<i>Unknown</i>,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,Robert Calender,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Young,Sarah Catharine,<i>None/Unknown</i>,Female,19 mos,<i>Unknown</i>,null,null,null,null null,<i>Unknown</i>,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,Samuel Count,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Galloway,Abram,<i>None/Unknown</i>,Male,21,Mulatto,null,null,null,null null,<i>Unknown</i>,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,Samuel Count,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Nichols,Randolph,<i>None/Unknown</i>,Male,20,<i>Unknown</i>,null,null,null,null null,<i>Unknown</i>,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,Samuel Count,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Eden,Richard,<i>None/Unknown</i>,Male,25,<i>Unknown</i>,null,null,null,null null,<i>Unknown</i>,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,Samuel Count,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Unidentified,<i>Unknown</i>,<i>None/Unknown</i>,<i>Unknown</i>,<i>Unknown</i>,<i>Unknown</i>,null,4,1856,Apr 1856,April 1856,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,<i>Unknown</i>,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Peel,William,"William ""Box"" Jones",Male,23,Black,null,4,1859,Apr 1859,April 1859,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,<i>Unknown</i>,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Houston,Maria Jane,<i>None/Unknown</i>,Female,21,Black,null,8,1855,Aug 1855,August 1855,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,<i>Unknown</i>,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Govan,William,<i>None/Unknown</i>,Male,33,Black,null,8,1855,Aug 1855,August 1855,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,<i>Unknown</i>,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Tonnell,<i>Unknown</i>,<i>None/Unknown</i>,Male,7,<i>Unknown</i>,null,12,1853,Dec 1853,December 1853,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,<i>Unknown</i>,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Tonnell,Rose Anna,Maria Hide,Female,<i>Unknown</i>,<i>Unknown</i>,null,12,1853,Dec 1853,December 1853,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,<i>Unknown</i>,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Forman,Isaac,<i>None/Unknown</i>,Male,23,Mulatto,null,12,1853,Dec 1853,December 1853,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,<i>Unknown</i>,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
White,Tucker,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,null,12,1854,Dec 1854,December 1854,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,<i>Unknown</i>,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Grey,John Boice,<i>None/Unknown</i>,Male,19,Black,null,1,1858,Jan 1858,January 1858,,Cambridge,Dorchester County,MD,Yes,No,No,<i>Unknown</i>,Reuben E. Phillips,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Bolice,Henry,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,null,1,1858,Jan 1858,January 1858,,Cambridge,Dorchester County,MD,Yes,No,No,<i>Unknown</i>,Reuben E. Phillips,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Cope,William Thomas,<i>None/Unknown</i>,Male,24,Mulatto,null,1,1858,Jan 1858,January 1858,,Cambridge,Dorchester County,MD,Yes,No,No,<i>Unknown</i>,Reuben E. Phillips,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
White,Isaac,<i>None/Unknown</i>,Male,22,Black,null,1,1858,Jan 1858,January 1858,,Cambridge,Dorchester County,MD,Yes,No,No,<i>Unknown</i>,Reuben E. Phillips,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Johnson,<i>Unknown</i>,<i>None/Unknown</i>,Male,7,<i>Unknown</i>,null,7,1855,Jul 1855,July 1855,,Cambridge,Dorchester County,MD,Yes,No,No,<i>Unknown</i>,Reuben E. Phillips,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Johnson,Jane,<i>None/Unknown</i>,Female,<i>Unknown</i>,Black,null,7,1855,Jul 1855,July 1855,,Cambridge,Dorchester County,MD,Yes,No,No,Foot,Reuben E. Phillips,<i>None/Unknown</i>,"Cambridge, MD",-76.07806,38.56312
Hickman,Charles,Charles Robinson,Male,<i>Unknown</i>,<i>Unknown</i>,7,8,1855,Aug 1855,"August 7, 1855",8/7/1855,Perryville,Caroline County,MD,Yes,No,No,Foot,John P. Dellum,<i>None/Unknown</i>,"Perryville, MD",-76.07142,39.56008
Dobson,Henrietta,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,17,10,1857,Oct 1857,"October 17, 1857",10/17/1857,Chestertown,Kent County,MD,Yes,No,No,Railroad,John Dwa,<i>None/Unknown</i>,"Chestertown, MD",-76.06615,39.2131
Peters,Hannah,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,17,10,1857,Oct 1857,"October 17, 1857",10/17/1857,Chestertown,Kent County,MD,Yes,No,No,Railroad,Sarah Maria Perkins,<i>None/Unknown</i>,"Chestertown, MD",-76.06615,39.2131
Salter,Charles Henry,<i>None/Unknown</i>,Male,30,<i>Unknown</i>,null,null,null,null null,<i>Unknown</i>,,Chestertown,Kent County,MD,Yes,No,No,Horse & Carriage,<i>Unknown</i>,<i>None/Unknown</i>,"Chestertown, MD",-76.06615,39.2131
Washington,William Henry,<i>None/Unknown</i>,Male,20,<i>Unknown</i>,null,null,null,null null,<i>Unknown</i>,,Chestertown,Kent County,MD,Yes,No,No,Horse & Carriage,<i>Unknown</i>,<i>None/Unknown</i>,"Chestertown, MD",-76.06615,39.2131
Young,Murray,<i>None/Unknown</i>,Male,21,Black,null,null,null,null null,<i>Unknown</i>,,Chestertown,Kent County,MD,Yes,No,No,Horse & Carriage,<i>Unknown</i>,<i>None/Unknown</i>,"Chestertown, MD",-76.06615,39.2131
Murray,Robert,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,null,null,null,null null,<i>Unknown</i>,,Chestertown,Kent County,MD,Yes,No,No,Horse & Carriage,<i>Unknown</i>,<i>None/Unknown</i>,"Chestertown, MD",-76.06615,39.2131
Goulden,Alfred,<i>None/Unknown</i>,Male,23,Black,null,null,null,null null,<i>Unknown</i>,,Chestertown,Kent County,MD,Yes,No,No,Horse & Carriage,<i>Unknown</i>,<i>None/Unknown</i>,"Chestertown, MD",-76.06615,39.2131
Johnson,Harriet,Harriet Gilbert,Female,25,<i>Unknown</i>,28,7,1856,Jul 1856,"July 28, 1856",7/28/1856,Cecil,Cecil County,MD,Yes,No,No,<i>Unknown</i>,George Ford,<i>None/Unknown</i>,"Cecil, MD",-75.783064,39.601584
Bowles,Reuben,Rebuen Cunnigan,Male,<i>Unknown</i>,<i>Unknown</i>,12,4,1854,Apr 1854,"April 12, 1854",4/12/1854,Middletown,New Castle County,DE,Yes,No,No,<i>Unknown</i>,Andrew Peterson,<i>None/Unknown</i>,"Middletown, DE",-75.71684,39.45028
Green,Zebulon,Samuel Hill,Male,18,Black,18,4,1856,Apr 1856,"April 18, 1856",4/18/1856,Middletown,New Castle County,DE,Yes,No,No,<i>Unknown</i>,Andrew Peterson,<i>None/Unknown</i>,"Middletown, DE",-75.71684,39.45028
Burrell,Peter,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,21,4,1856,Apr 1856,"April 21, 1856",4/21/1856,Middletown,New Castle County,DE,Yes,No,No,<i>Unknown</i>,Andrew Peterson,<i>None/Unknown</i>,"Middletown, DE",-75.71684,39.45028
Bennett,<i>Unknown</i>,<i>None/Unknown</i>,Female,1 mos,<i>Unknown</i>,1,6,1855,Jun 1855,"June 1, 1855",6/1/1855,Laurel,Sussex County,DE,Yes,No,No,<i>Unknown</i>,Kendall Major Llewis,<i>None/Unknown</i>,"Laurel, DE",-75.56292,38.55627
Lambert,Horace,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,null,null,1856,null 1856,1856,,Wilmington,New Castle County,DE,Yes,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,"Wilmington, DE",-75.55084,39.74023
Johns,Lydia Ann,<i>None/Unknown</i>,Female,22,Black,null,null,1858,null 1858,1858,,Wilmington,New Castle County,DE,Yes,No,No,<i>Unknown</i>,Rev. A.D. Pollock,<i>None/Unknown</i>,"Wilmington, DE",-75.55084,39.74023
Allen,William,William Parnet,Male,<i>Unknown</i>,<i>Unknown</i>,10,2,1853,Feb 1853,"February 10, 1853",2/10/1853,null,<i>County Unknown</i>,DE,Yes,No,No,<i>Unknown</i>,<i>Unknown</i>,<i>None/Unknown</i>,DE,-75.5,39
Ross,Harriet,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,6,1857,Jun 1857,June 1857,,Frederica,Kent County,DE,Yes,No,No,<i>Unknown</i>,Joseph Brown,"$200 In-State, $100 Out","Frederica, DE",-75.46459,39.01124
Burkett,Elizabeth,<i>None/Unknown</i>,Female,<i>Unknown</i>,<i>Unknown</i>,null,null,1860,null 1860,1860,,Milford,Sussex County,DE,Yes,No,No,<i>Unknown</i>,Joseph Brown,<i>None/Unknown</i>,"Milford, DE",-75.42854,38.9107
Purnell,John,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,null,null,1860,null 1860,1860,,Milford,Sussex County,DE,Yes,No,No,<i>Unknown</i>,Joseph Brown,<i>None/Unknown</i>,"Milford, DE",-75.42854,38.9107
Burkett,Henry,<i>None/Unknown</i>,Male,<i>Unknown</i>,<i>Unknown</i>,null,null,1860,null 1860,1860,,Milford,Sussex County,DE,Yes,No,No,<i>Unknown</i>,Joseph Brown,<i>None/Unknown</i>,"Milford, DE",-75.42854,38.9107
